Gama;Grupo;Artigo;Família;Material;Acabamento;Código;Descrição / medida;Equivalente;Stock
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012110;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x110                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012012;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x12                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012120;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x120                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012130;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x130                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012140;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x140                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012150;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x150                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012016;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x16                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012160;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x160                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012180;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x180                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012020;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x20                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012025;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x25                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012030;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x30                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012035;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x35                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012040;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x40                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012045;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x45                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012050;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x50                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012055;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x55                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012060;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x60                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012065;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x65                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012070;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x70                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012075;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x75                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012080;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x80                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012085;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x85                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012090;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x90                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122012095;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M12x95                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014100;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x100                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014110;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x110                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014120;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x120                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014130;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x130                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014140;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x140                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014150;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x150                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014020;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x20                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014230;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x230                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014025;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x25                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014030;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x30                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014035;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x35                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014040;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x40                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014045;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x45                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014050;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x50                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014055;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x55                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014060;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x60                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122014065;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M14x65                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122016100;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M16x100                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122016110;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M16x110                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122016120;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M16x120                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122016130;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M16x130                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122016140;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M16x140                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122016150;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M16x150                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 933 ; Parafuso Cabeça Sextavada Rosca Total;Aço 8.8;Zincado Branco;933122016020;PARAFUSO SEXTAVADO 8.8 DIN 933 RT ZnB M16x20                           ;;2
